email_sent_date,email_sent_time,sent_timestamp,post_url,post_title,post_body_text,post_date,post_time,post_timestamp,list_price,list_type,poster_gender,poster_age,treatment,reply,fave_reply,reply_date,reply_time,reply_timestamp,gender_in_email,age_in_email,email_sent_dow,post_dow,reply_dow
3/21/2019,12:44:00 AM,3/21/2019 21:44:00,https://indianapolis.craigslist.org/roo/d/indianapolis-96th-and-allisonville/6846803344.html,$525 / 1295ft2 - 96th and Allisonville - Available April 1st,"Seeking clean, respectful roommate on a month-to-month lease.

What comes with rent:
1 bedroom
1.5 shared bathrooms
1 twin bed
1 closet (additional space as needed)
Kitchen is usable and can use all utensils/cookware - must be kept cleaned
1 garage parking spot (no snow in the morning!)
All utilities included
Wifi included; working on a 5g package.

About me:
I'm not a neat freak, but I am clean. I like my place to stay clean whenever possible.
I have a potty-trained and well-mannered pomsky on site - he is not allowed in the tenant's room. He does not bark or howl.
If I have an issue, I voice my opinion and compromise on resolutions. I respect tenants who voice their opinions as well. I tend to get along with everyone, so this is simply a disclosure.

Expectations:
Noise should be kept to a moderate level. I do not mind guests, so long as the neighbors do not complain.
This is my home as well as yours - please keep it clean and classy!
Communicate.
No hard drugs. I do not mind if you smoke outside or in the garage, but absolutely nothing inside.

Please email with questions and to set up a showing. Typical response time is within minutes, but please give me 24 hours for when I am busy at work or on the road.",3/21/2019,11:52:00 AM,3/21/2019 11:52:00,525,house,NA,NA,katie_43,N,N,NA,NA,NA,,,5,5,NA
3/21/2019,1:07:00 AM,3/21/2019 22:07:00,https://indianapolis.craigslist.org/roo/d/greenwood-furnished-bedroom-with-its/6844204579.html,"$380 / 1800ft2 - furnished bedroom with its own full bathroom is available (310 Main St W, Greenwood, IN)","A furnished bedroom with its own full bathroom is available in a 2B2B apartment located in Greenwood, Indiana.The unit includes washer/dryer, dishwasher, oven, microwave, high speed internet, , air conditioner/heater, a beautiful lake view, etc.The apartment community offers free 24/7 access to gym, indoor basketball court, outdoor tennis court, pool and hot tub, paved jogging path, beautiful clubhouse, 24 Hour Maintenance Service Guarantee, Garages, Carports and Storage AvailableThis is only open to female, no children no big pets. prefer someone who's currently a student or working.Location in 310 Main St W, Greenw",3/18/2019,10:48:00 AM,3/18/2019 10:48:00,380,apartment,NA,NA,katie_27,N,N,NA,NA,NA,,,5,2,NA
3/21/2019,12:35:00 AM,3/21/2019 21:35:00,https://indianapolis.craigslist.org/roo/d/indianapolis-one-bedroom-is-available/6831003510.html,"$400 / 1700ft2 - One bedroom is available in a 2 bedroom, 2.5 bath house (499 E 14th St, Indianapolis, IN)","One bedroom is available in a 2 bedroom, 2.5 bath house in central Carmel. The house is located in a safe and quiet neighborhood, close to the freeways, Monon trail, the Performing Art Center, Library, dinning and shopping.Private bedrooms and shared bathroom with another three professional male housemates. The housemate can also use the first floor kitchen, laundry, living and dining room.Location in 499 E 14th St, Indianapolis, IN 46202, United States",3/1/2019,12:05:00 PM,3/1/2019 12:05:00,400,house,male,NA,katie_43,N,N,NA,NA,NA,,,5,6,NA
3/21/2019,12:45:00 AM,3/21/2019 21:45:00,https://indianapolis.craigslist.org/roo/d/room-for-rent-550-month-includes-all/6846708790.html,$550 Room for rent- $550/month INCLUDES ALL UTILITIES EXCEPT DISHWASHER,"Hi, I have a room for rent in my Fishers house. The house is located in a very good neighborhood off 131st and cumberland road, near Fishers High. Rent is 550/month including all utilities except dishwasher! Room is NOT furnished! Preferably someone who is clean and organized. For further details including pictures and dimensions, please contact me via email or phone/text. Thanks for looking.",3/21/2019,10:14:00 AM,3/21/2019 10:14:00,550,NA,NA,NA,katie_43,Y,Y,3/22/2019,8:32:00 AM,3/22/2019 8:32:00,,,5,5,6
3/22/2019,9:35:00 PM,3/22/2019 18:35:00,https://indianapolis.craigslist.org/roo/d/greenfield-want-female-roommate/6848011597.html,$350 / 700ft2 - Want a female roommate. (Greenfield),Looking for a female roommate. I am a retired male. Live in Greenfield.    ,3/22/2019,6:09:00 PM,3/22/2019 18:09:00,350,NA,male,NA,katie_43,Y,Y,3/22/2019,11:58:00 PM,3/22/2019 23:58:00,,,6,6,6
3/22/2019,10:24:00 PM,3/22/2019 19:24:00,https://indianapolis.craigslist.org/roo/d/zionsville-lux-on-capitol-sub-lease/6847910972.html,$515 ~Lux on Capitol Sub-Lease Available now~ (Indianapolis),"Hello! I am looking for someone to sub lease my apartment at Lux on 
Capitol for $515/month + Electric (about $25-$30) through July 30th. 
This is perfect for IUPUI students and anyone working in the downtown 
area, as it is just a 15 minute walk to campus and a 10 minute walk to 
Circle Center Mall.



This ad is for a private room and bathroom contained in an apartment 
with 3 other people. There is a shared kitchen and living room within 
the unit, including an in-unit washer and dryer.



Amenities include:



- A pool

- 24 hr fitness center

- Yoga studio

- Pool tables

- Ping Pong tables

- Gaming lounge

- Coffee bar

- Computer/Printing lab

- Basketball court

- Fire pit",3/22/2019,4:17:00 PM,3/22/2019 16:17:00,515,apartment,NA,NA,katie_27,Y,Y,3/22/2019,12:52:00 AM,3/23/2019 0:52:00,,,6,6,6
3/22/2019,10:32:00 PM,3/22/2019 19:32:00,https://indianapolis.craigslist.org/roo/d/indianapolis-all-utilities-just-your/6847977108.html,$575 / 1350ft2 - All utilities $575.00 just your Suitcase. (Fishers),"Deposit $575.00 (which is last month rent with 30 days notice ) 

Monthly rent $575.00.



Please call  show contact info
 phone and

Text. Landline  show contact info




First, subdivision is Backed up to ""Heritage Park"" and ""The Ambassador

House"" There are trails around

The Woods and River. Biking and

Hiking.



NO SMOKING.



I am a Quite Lady.



I spend most of the time in my room

on the iPhone/ iPad or just

Hanging with my Doggie.

Our paths probably won't pass one another, that Much.  

With

Cathedral Ceilings it is always most 

Quite.

I am very respectful of your time

And Place.



For rent, Ideally for a Professional 

Person.



Everything provided, 



Affluent, Crime Free, Crime Watch

Neighborhood. Extremely, Quiet,



Within two miles, Castleton Mall,

Highway 465. All major

Highways and Interstates. 

Many stores and

Very close to everything you may

Need.



Children do not live with me.



WiFi Internet. Direct T V and

Movie Channels. Nice porch

And Patio. Samsung Digital Television 

Provided in your Room, and

Living Room and Kitchen. Just

Bring your Suitcase!!!

Everything provided. Bed, chest of drawers, combo desk and bookshelf.



Home is Furnished and extremely 

Clean:



As private are

Your bedroom and bath room. Room

Is Furnished. Plus all Liens, sheets and kitchen ware etc.

 *No Smoking*.

 *Must pass Background check.    ",3/22/2019,5:28:00 PM,3/22/2019 17:28:00,575,house,female,NA,katie_27,Y,Y,3/23/2019,11:25:00 PM,3/23/2019 23:25:00,,,6,6,7
3/22/2019,9:43:00 PM,3/22/2019 18:43:00,https://indianapolis.craigslist.org/roo/d/zionsville-furnished-room-in-adorable/6847912313.html,"$550 Furnished Room in Adorable Bungalow, Everything Included! (Little Flower)","Hello!



We have a furnished room in our super cute and stylish bungalow for rent
 short-term. Available April 5! 1, 2, or 3 month lease. Includes all 
utilities, internet. Washer and dryer in the house, and easy street 
parking. Giant fenced in yard with deck and garden!



Very near Irvington restaurants and shops, and close to Mass Ave and 
I70. Perfect for students or folks who are new in town and trying on 
neighborhoods.



We are a queer couple in our late 20s/mid 30s, and have 2 small dogs and
 two quiet cats. One of us works from home in a basement office. We are 
pretty quiet and tidy.



Serious inquiries only, please. Thank you!    ",3/22/2019,4:19:00 PM,3/22/2019 16:19:00,550,house,NA,late 20s/mid 30s couple,katie_43,Y,Y,3/22/2019,12:53:00 AM,3/23/2019 0:53:00,,,6,6,6
3/22/2019,9:52:00 PM,3/22/2019 18:52:00,https://indianapolis.craigslist.org/roo/d/indianapolis-have-lovely-furnished-room/6833857602.html,$440 I have a lovely furnished room for rent in my home. (indianapolis),"I have a lovely furnished room for rent in my home. I'm renting a 
furnished room with a walk in closet and an independent restroom inside 
the room. Laundry, water and electricity is Have a. Kitchen , We may 
allow an small refrigerator and a microwave. Close to schools, shopping,
 beaches, Nature trails and parks.
",3/5/2019,8:15:00 AM,3/5/2019 8:15:00,440,house,NA,NA,katie_43,Y,Y,3/29/2019,4:37:00 PM,3/29/2019 16:37:00,,,6,3,6
3/22/2019,9:58:00 PM,3/22/2019 18:58:00,https://indianapolis.craigslist.org/roo/d/indianapolis-half-house-in-da-hood/6847718241.html,$400 half a house in 'da hood (arlington & 39th),"
Hello! I have a rental house in a not exactly ideal neighborhood in 
Indy, but its not too terrible.  No break ins or anything like that.  
I've accidentally left the doors unlocked dozens of times and it's been 
fine.  My boyfriend left me high and dry and I'm unable to pay all the 
rent and bills on my own.  I'm looking for a cool and friendly 
individual to split bills with.  You would have your own (small) room 
and a whole living room for your stuff.  Unfortunately there is only one
 bathroom so we would have to share that.  There is a big and secluded 
back yard which is a bonus.



I'm a 38 year old white female.  I have 2 kids who are with me Tuesdays 
and Thursdays for a few hours and Saturday for an overnight but we 
generally spend most of our time out of the house or hanging out with 
their dad who I am friendly with.  



I'm looking for someone cool and responsible enough to at least pay 
their share of the rent.  I am a pretty good roommate, clean and don't 
have wild parties or anything like that.  I would be ok with a male 
roommate as long as he is respectful and not gonna hit on me all the 
time or anything like that    ",3/22/2019,1:15:00 PM,3/22/2019 13:15:00,400,house,female,38,katie_43,Y,Y,3/23/2019,9:59:00 AM,3/23/2019 9:59:00,,,6,6,7
3/22/2019,9:59:00 AM,3/22/2019 6:59:00,https://indianapolis.craigslist.org/roo/d/indianapolis-large-furnished-room-in-2/6842067905.html,"$380 / 1800ft2 - Large Furnished Room in 2 Bedroom Apartment. (Carmel)
","This is a furnished room (Room 2) with a small bathroom in a four bedroom house. No used mattress or desk or dresser is allowed to move in. There are two kitchen rooms. You will share the kitchen with tenant in Room 3. The washer/dryer are in the basement. one roommate is a male visiting scholar in IU public health, and another roommate is a female professional with her daughter. The rent is $380 for a more than 6 month lease. $400 per month for a short-term lease. The rent includes utilities and wifi and furniture.No pets.",3/15/2019,12:15:00 PM,3/15/2019 12:15:00,380,house,NA,NA,katie_43,N,N,NA,NA,NA,,,6,6,NA
3/22/2019,10:37:00 AM,3/22/2019 7:37:00,https://indianapolis.craigslist.org/roo/d/indianapolis-room-for-rentluxury/6839393753.html,$1070 Room for rent!Luxury apartment (335 west 9th street),"Hi! I am looking for a female to rent a bedroom in a two-bedroom 9 on 
canal apartment, Indianapolis. The room comes furnished with a bed, side
 table and a study table-chair. The room has an attached closet and 
bathroom with 24 *7 access to hot water. The house has a living room 
with sofa, coffee table, and a TV. The apartment comes with an in-house 
laundry unit. The apartment has a nice cozy environment with amenities 
like coffee shop, swimming pool, 24*7 access to the gym and an open 
terrace area. It has an attached garage. The lease is currently till 
09/22/2019. The rent is $1070.5 which includes basin rent, utilities, 
and internet! Electricity bill is separate. Interested person can move 
in from May. If interested, please inbox me!    ",3/12/2019,6:54:00 AM,3/12/2019 6:54:00,1070,apartment,NA,NA,katie_27,N,N,NA,NA,NA,,,6,3,NA
3/22/2019,10:47:00 PM,3/22/2019 19:47:00,https://indianapolis.craigslist.org/roo/d/indianapolis-cheap-room-for-rent/6847397341.html,$300 Cheap room for rent (1412 n Pershing Ave),"I have a 2 bedroom apartment and was living with a roommate. I am the 
owner of the house. I have recently moved out of state. I am now looking
 to rent the room I was occupying. My roommate is still living there. He
 is a single African man, 55 years old, works 7 days a week, very 
peaceful and private person. 



The bills will be shared between the two occupants.



Interested individuals must have a current job, no violent criminal 
history, no drug users, no partying, must be a single occupant, maximum 
of 1 child.



I prefer email or texts as I am always busy and I will call back when I have time.    ",3/22/2019,2:56:00 AM,3/22/2019 2:56:00,300,apartment,male,55,katie_27,Y,Y,3/23/2019,4:06:00 PM,3/23/2019 16:06:00,,,6,6,7
3/22/2019,10:38:00 PM,3/22/2019 19:38:00,https://indianapolis.craigslist.org/roo/d/fishers-room-4-rent-male-preferred/6847624658.html,"$500 Room 4 Rent, male preferred (Fishers)","Looking for a male roommate. The rent is $500 month due on the first, 
with $50 deposit. The room is partly furnished with shared bathroom 
room.  I have another roommate, he is also gay. He works night as I work
 morning. Very quiet atmosphere. The home is located on a cal-da-sac. 
Pond behind the home. The bedroom is included with single bed,  
microwave and refrigerator. Also includes Netflix, cable and internet. 
You are responsible for all personal items, food, laundry items and  
toiletry items. Not looking for anyone into or on drugs.....not even  
marijuana. Nor a alcoholic. No pets....I have a cat.....Parking is on 
the str. All common area is living room, kitchen and laundry room. If 
you have any questions please ask. Text or email only, do not call..... 
Thank you    ",3/22/2019,11:52:00 AM,3/22/2019 11:52:00,500,house,male,NA,katie_27,Y,Y,3/22/2019,11:40:00 PM,3/22/2019 23:40:00,,,6,6,6
3/22/2019,10:06:00 PM,3/22/2019 19:06:00,https://indianapolis.craigslist.org/roo/d/indianapolis-roommate-for-2-bed-2-bath/6847518961.html,"$375 Roommate for 2 bed 2 bath! (indianapolis,IN)","Hi,

I am looking for a roommate to share an apartment. I am still looking 
for a place, but would be open to suggestions/willing to move into a 
current place. 



About me: 

24 year old female. Fairly outgoing and looking for a roommate I can be friends with! 



Are You Interested,know more about this Room, Please visit  WEBPAGE: ",3/22/2019,10:08:00 AM,3/22/2019 10:08:00,375,apartment,female,24,katie_43,N,N,NA,NA,NA,,,6,6,NA
3/22/2019,10:08:00 PM,3/22/2019 19:08:00,https://indianapolis.craigslist.org/roo/d/greenwood-room-available/6847548820.html,$400 / 1250ft2 - Room available (Greenwood),Looking for a female to share my home with me. I have a small 3 bedroom house and 2 dogs. My boyfriend doesn't live with me but visits often.,3/22/2019,10:40:00 AM,3/22/2019 10:40:00,400,house,female,NA,katie_43,N,N,NA,NA,NA,,,6,6,NA
3/22/2019,10:45:00 PM,3/22/2019 19:45:00,https://indianapolis.craigslist.org/roo/d/indianapolis-room-available-500-month/6847519870.html,$500 Room available 500 a month utilities paid (Castleton),"I live in a newly renovated two bedroom apartment very nice. I'm w 30 
year old white male. I work a lot, especially during the summer. Just 
looking for someone to spilt the rent to save money for a house. Call 
317_2o9_fourtynine60",3/22/2019,10:09:00 AM,3/22/2019 10:09:00,500,apartment,male,30,katie_27,N,N,NA,NA,NA,,,6,6,NA
3/22/2019,10:49:00 PM,3/22/2019 19:49:00,https://indianapolis.craigslist.org/roo/d/indianapolis-looking-for-roommate-for/6839393393.html,$650 / 1400ft2 - - Looking for roommate for condo in Carmel (98th and Rangeline),"Looking for Male roommate to share condo in Carmel. Bedroom has private 
master bath, walk in closet, plenty of storage. Roommate must be 
dog-friendly. Bedroom is unfurnished. Condo has shared living area, full
 kitchen, and in unit laundry. Condo community is steps from the Monon 
Trail and has amenities such as a pool and gym. Roommate must pass 
background/credit check to be considered.    ",3/12/2019,6:52:00 AM,3/12/2019 6:52:00,650,condo,male,NA,katie_27,N,N,NA,NA,NA,,,6,3,NA
3/24/2019,10:07:00 PM,3/24/2019 19:07:00,https://indianapolis.craigslist.org/roo/d/indianapolis-rent-private-room-160-wk/6836070650.html,"$160 Rent private room $160/Wk-CABLE, Utilities, Internet ALL INCLUDED (Tacoma &  E Washington)","ALL INCLUSIVE 

10 minutes from downtown 

INDY GO 3 minutes walking distance

REQUIRED 1 wk deposit + 1 wk of rent ",3/7/2019,6:57:00 PM,3/7/2019 18:57:00,695,apartment,NA,NA,katie_27,N,N,NA,NA,NA,,,1,5,NA
3/24/2019,9:17:00 PM,3/24/2019 18:17:00,https://indianapolis.craigslist.org/roo/d/indianapolis-looking-for-roommate-to/6849492745.html,$380 / 678ft2 - Looking for a roommate to fill one extra master bedroom! (indianapolis),"Hello!*





Wonderful bedroom with luxurious bathroom available with very reasonable
 monthly cost just close to the shopping center and all great 
restaurants. Location is really beautiful, just best for living long 
time. 



If anyone interested in this rental opportunity just contact me by going
 to my rental profile address you see i have added on the pic and learn 
more! 



I'd be happy to answer your any questions!    ",3/24/2019,5:59:00 PM,3/24/2019 17:59:00,380,NA,female,NA,katie_43,N,N,NA,NA,NA,,,1,1,NA
3/24/2019,10:08:00 PM,3/24/2019 19:08:00,https://indianapolis.craigslist.org/roo/d/indianapolis-huge-2-spacious-room/6849431093.html,"$400 Huge 2 spacious room available for rent in (N Delaware St, Indianapolis, IN)","2 spacious room in a 3 bed 3 bath apartment is available right now to 
move in. Room is pretty spacious for 2 person. It will work perfect for 
someone who works in Portland. I am 24 years old, my name is Grey. I 
live a healthy lifestyle, workout and eat good. I do not smoke, do drugs
 nor drink. I understand if you do, but smoking and drugs are not 
allowed in the apartment drinking is fine if you keep it to yourself. 



I have a full time job and I am gone all day. I am probably the most 
understanding and the chill person you will ever meet.I am looking for 
someone who can pay their rent on time. Utilities are included.



*Appointment? Anytime message me here::(720) 507-5614

",3/24/2019,4:38:00 PM,3/24/2019 16:38:00,400,apartment,NA,24,katie_27,N,N,NA,NA,NA,,,1,1,NA
3/24/2019,9:23:00 PM,3/24/2019 18:23:00,https://indianapolis.craigslist.org/roo/d/indianapolis-seeking-for-roommate-in/6849417861.html,"$400 Seeking for a roommate in our Townhouse. (419 E Washington St, Indianapolis, IN)","Looking for a roommate to take the master suite in our Townhouse. The 
carpeted bedroom is 10x12', with a full-sized closet, and attached 6x10'
 full-bathroom. On the third floor, it has a a nice southward view of 
the street and neighborhood. The house is thuroughly furnished, and has a
 main floor with living, dining, kitchen, project space, and half bath. 



Some storage space may be available in the garage. Parking is on the 
street, but it's a safe neighborhood. Laundry is in the basement. The 
rent is $400/month and includes all utilities.



--Appointment? Leave me a text only here:(407) 504-7095



(Included your name & profession)
",3/24/2019,4:21:00 PM,3/24/2019 16:21:00,400,townhouse,NA,NA,katie_43,N,N,NA,NA,NA,,,1,1,NA
